Object ID,Stop ID,Stop Code,Stop Name,Stop Description,Zone ID,Stop URL,Location Type,Parent Station,Stop Time Zone,Wheelchair Boarding,Stop Latitude,Stop Longitude,x,y
858,00011815,3588,Great Lakes Dr s/of Serenity Ln,,,,0,,,1,43.734727,-79.767261,-8879650.87649415,5424481.92864223
859,00011825,3624,Great Lakes Dr s/of Guru Nanak St,,,,0,,,1,43.732772,-79.764351,-8879326.93677594,5424180.73623538
860,00011830,2000,Trinity Common Terminal Route 33/23 EB Stop,,,,0,place_SPTE,,1,43.731211,-79.763296,-8879209.49471315,5423940.25155725
861,00011840,2001,Great Lakes Dr at Beachsurf Rd,,,,0,,,1,43.734159,-79.766233,-8879536.44005761,5424394.42006512
862,00011850,2002,Great Lakes Dr s/of Masjid Dr,,,,0,,,1,43.736831,-79.769172,-8879863.60804105,5424806.08736406
863,00011860,2003,Great Lakes Dr at Harold M. Brathwaite S.S.,,,,0,,,1,43.737772,-79.770395,-8879999.75177829,5424951.06888165
864,00011870,2004,Great Lakes Dr at Sandalwood Pky,,,,0,,,1,43.741187,-79.773169,-8880308.55204575,5425477.24305042
865,00011875,2005,Sandalwood Pkwy at Save Max Sports Centre,,,,0,,,1,43.743204,-79.771272,-8880097.37897172,5425788.03117454
866,00011880,2006,Sandalwood Pky E at Dixie Rd,,,,0,,,1,43.744755,-79.769211,-8879867.94950119,5426027.02311559
867,00011890,2007,Sandalwood Pky E e/of Springtown Trail,,,,0,,,1,43.746740,-79.767057,-8879628.16731802,5426332.89868892
868,00011910,2009,Sandalwood Pky E at Pinecone Way,,,,0,,,1,43.752311,-79.759944,-8878836.35178001,5427191.40769542
869,00011920,2010,Sandalwood Pky E at Bramalea Rd,,,,0,,,1,43.753766,-79.757529,-8878567.51520975,5427415.64103342
870,00011940,2012,Sandalwood Pky E e/of Sunny Meadow Blvd,,,,0,,,1,43.757983,-79.753931,-8878166.98768187,5428065.5632331
871,00011950,2013,Sandalwood Pky E opp Black Cherry Lane,,,,0,,,1,43.759110,-79.753274,-8878093.85077642,5428239.26373754
872,00011960,2014,Sandalwood Pky E at Cobblestone Crt,,,,0,,,1,43.761070,-79.752331,-8877988.8764966,5428541.35936445
873,00011970,2015,Sandalwood Pky E at Lakespring Gate,,,,0,,,1,43.763809,-79.750267,-8877759.1130676,5428963.53916902
874,00011975,2016,Sandalwood Pky at Torbram Rd,,,,0,,,1,43.764935,-79.748693,-8877583.89618909,5429137.10244619
875,00011980,2017,Torbram Rd n/of Sandalwood Pky E,,,,0,,,1,43.765669,-79.748941,-8877611.50342281,5429250.24403234
876,00011982,3623,Torbram Rd at Brucewood Rd,,,,0,,,1,43.767449,-79.751413,-8877886.68520405,5429524.62585161
877,00011986,3655,Torbram Rd at 10755 Torbram Rd,,,,0,,,1,43.769684,-79.754487,-8878228.88131876,5429869.15615945
878,00012040,2018,English St w/of Main St N,,,,0,,,0,43.694392,-79.771965,-8880174.52337884,5418269.80309745
879,00012050,2019,English St at Murray St,,,,0,,,0,43.693415,-79.773031,-8880293.18995602,5418119.38397256
880,00012060,2020,English St e/of Talbot St,,,,0,,,1,43.690717,-79.775961,-8880619.35606405,5417704.01205369
881,00012070,2021,English St at Vodden St W,,,,0,,,1,43.689402,-79.776209,-8880646.96329776,5417501.56735402
882,00012080,2022,Vodden St W at Talbot St,,,,0,,,1,43.689412,-79.778632,-8880916.69042396,5417503.1068407
883,00012090,2023,Vodden St W at Roseland Gate,,,,0,,,1,43.689791,-79.782270,-8881321.67073146,5417561.45357475
884,00012100,2024,Vodden St W at Williams Pky W,,,,0,,,1,43.690378,-79.784479,-8881567.57548662,5417651.82246313
885,00012110,2025,Royal Orchard Dr n/of Williams Pky W,,,,0,,,1,43.690972,-79.785500,-8881681.23268672,5417743.2699047
886,00012120,2026,Royal Orchard Dr at Trailridge Dr,,,,0,,,1,43.692210,-79.786229,-8881762.38459551,5417933.86529488
887,00012130,2027,Royal Orchard Dr opp Dunhill Rd,,,,0,,,1,43.693799,-79.786850,-8881831.51399929,5418178.50440079
888,00012140,2028,Royal Orchard Dr at Suncrest Dr,,,,0,,,1,43.694572,-79.787753,-8881932.03549948,5418297.51620254
889,00012150,2030,Royal Orchard Dr at Richwood Cres (S),,,,0,,,1,43.696492,-79.790311,-8882216.79075693,5418593.12783283
890,00012160,2031,Royal Orchard Dr at Richwood Cres (N),,,,0,,,1,43.696953,-79.792117,-8882417.8337573,5418664.10682613
891,00012170,2032,Royal Orchard Dr at Bovaird Dr,,,,0,,,1,43.697958,-79.794595,-8882693.68345549,5418818.84600243
892,00012180,2033,Van Kirk Dr at Canam Cres (S),,,,0,,,1,43.698944,-79.796085,-8882859.54949677,5418970.66228198
893,00012190,2034,Van Kirk Dr at Canam Cres (N),,,,0,,,1,43.700077,-79.797796,-8883050.01714552,5419145.11551141
894,00012200,2035,Van Kirk Dr n/of Railway Tracks (northbound),,,,0,,,1,43.703733,-79.799859,-8883279.66925503,5419708.06915677
895,00012210,2036,Van Kirk Dr at 95 Van Kirk Dr,,,,0,,,1,43.705715,-79.801568,-8883469.91426479,5420013.27336704
896,00012220,2037,Van Kirk Dr at 111 Van Kirk Dr,,,,0,,,0,43.707616,-79.804139,-8883756.11667562,5420306.01403073
897,00012230,2038,Van Kirk Dr opp Regan Rd (N),,,,0,,,1,43.709138,-79.806348,-8884002.02143078,5420540.39804557
898,00012240,2039,Van Kirk Dr s/of Sandalwood Pky W,,,,0,,,1,43.709572,-79.808386,-8884228.89055302,5420607.23399973
899,00012250,2040,Van Kirk Dr n/of Sandalwood Pky W,,,,0,,,1,43.709698,-79.811081,-8884528.89658071,5420626.63807707
900,00012260,2041,Van Kirk Dr at Van Scott Dr,,,,0,,,1,43.710786,-79.814119,-8884867.08519373,5420794.1924418
901,00012270,2042,Van Kirk Dr at Viceroy Cres (S),,,,0,,,1,43.713484,-79.817776,-8885274.18057157,5421209.70342969
902,00012280,2043,Van Kirk Dr at Van Scott Dr (N),,,,0,,,1,43.715376,-79.818965,-8885406.53944612,5421501.09590389
903,00012290,2044,Van Kirk Dr s/of Wanless Dr,,,,0,,,1,43.718267,-79.821419,-8885679.71747652,5421946.36507074
904,00012295,3608,Wanless Dr at 225 Wanless Dr,,,,0,,,1,43.721601,-79.818258,-8885327.83656613,5422459.89136597
905,00012300,2045,Wanless Dr opp Tournament Dr,,,,0,,,1,43.723651,-79.816173,-8885095.73542782,5422775.66107437
906,00012330,2046,Conestoga Dr n/of Sutter Ave,,,,0,,,1,43.724827,-79.794132,-8882642.14253125,5422956.8099405
907,00012360,2050,Conestoga Dr n/of Ebby Ave,,,,0,,,0,43.718128,-79.788350,-8881998.49323549,5421924.95592667
908,00012370,2052,Conestoga Dr s/of Ebby Ave (at Heart Lake S.S.),,,,0,,,1,43.717049,-79.788034,-8881963.3162764,5421758.7672097
909,00012400,2057,Wanless Dr at Hurontario St,,,,0,,,1,43.725304,-79.814391,-8884897.36409523,5423030.2871525
910,00012410,2058,Hurontario St at 10886 Hurontario St,,,,0,,,1,43.723918,-79.811726,-8884600.69765227,5422816.78894877
911,00012420,2059,Hurontario St opp Petworth Dr,,,,0,,,1,43.721380,-79.808256,-8884214.41901922,5422425.85049626
912,00012425,2060,Sandalwood - Zum Main Station Stop NB,,,,0,,,1,43.718308,-79.803496,-8883684.53824304,5421952.68000761
913,00012430,3874,Sandalwood Loop - Route 502 Stop,,,,0,place_SWLP,,1,43.720821,-79.808831,-8884278.42772642,5422339.74768043
914,00012470,2061,Sandalwood Pky E e/of Conestoga Dr,,,,0,,,1,43.726169,-79.795726,-8882819.58579957,5423163.5334844
915,00012485,3752,Heart Lake Terminal Route 201 Stop,,,,0,place_HTLK,,1,43.728090,-79.798095,-8883083.30167327,5423459.45505222
916,00012495,2760,Heart Lake Terminal Route 7 NB - Departure,,,,0,place_HTLK,,1,43.728090,-79.798120,-8883086.08466054,5423459.45505222
917,00012560,2066,Hurontario St s/of Petworth Rd,,,,0,,,1,43.721688,-79.808120,-8884199.27956847,5422473.29210478
918,00012565,2067,Hurontario St opp 10866 Hurontario St,,,,0,,,0,43.723859,-79.811146,-8884536.13234761,5422807.70075101
919,00012568,2068,Hurontario St s/of Conservation Dr,,,,0,,,0,43.725603,-79.813447,-8884792.27849592,5423076.34549356
920,00012570,2069,Wanless Dr w/of Hurontario St,,,,0,,,1,43.725366,-79.814736,-8884935.76931956,5423039.83769263
921,00012580,2070,Wanless Dr e/of Tournament Dr,,,,0,,,1,43.724198,-79.815976,-8885073.80548814,5422859.91950087
922,00012590,2072,Van Kirk Dr s/of Wanless Dr,,,,0,,,1,43.717975,-79.821227,-8885658.3441343,5421901.39052337
923,00012600,2073,Van Kirk Dr n/of Van Scott Dr,,,,0,,,1,43.715718,-79.819335,-8885447.72765771,5421553.76930969
924,00012610,2074,Van Kirk Dr opp Viceroy Cres (S),,,,0,,,1,43.713579,-79.818039,-8885303.45759764,5421224.3344392
925,00012615,2075,Van Kirk Dr s/of Mossgrove Cres,,,,0,,,1,43.711264,-79.814976,-8884962.48599734,5420867.80644242
926,00012630,2078,Van Kirk Dr at Cedarvalley Blvd,,,,0,,,0,43.709841,-79.812710,-8884710.23603121,5420648.66021426
927,00012640,2079,Van Kirk Dr s/of Sandalwood Pkwy,,,,0,,,1,43.709428,-79.808162,-8884203.95498708,5420585.05796129
928,00012650,2080,Van Kirk Dr s/of Regan Rd (N) (opp 111 Van Kirk Dr,,,,0,,,1,43.707267,-79.803954,-8883735.52256983,5420252.26978336
929,00012660,2081,Van Kirk Dr s/of Regan Rd (N) (opp 105 Van Kirk Dr,,,,0,,,0,43.705858,-79.802043,-8883522.79102292,5420035.29404092
930,00012675,2082,Van Kirk Dr n/of Railway Tracks (southbound),,,,0,,,1,43.704045,-79.800176,-8883314.95753361,5419756.11274267
931,00012678,2083,Van Kirk Dr at Regan Rd,,,,0,,,1,43.700368,-79.798468,-8883124.82384333,5419189.92265405
932,00012690,2084,Van Kirk Dr n/of Bovaird Dr,,,,0,,,1,43.698517,-79.795841,-8882832.38754101,5418904.9159802
933,00012710,2086,Royal Orchard Dr at Springview Dr (N),,,,0,,,1,43.696966,-79.792769,-8882490.4140653,5418666.10841086
934,00012715,2087,Royal Orchard Dr opp Richwood Cres (S),,,,0,,,1,43.696484,-79.790618,-8882250.9658406,5418591.89609807
935,00012720,2088,Royal Orchard Dr at Red Maple Dr,,,,0,,,1,43.694533,-79.787932,-8881951.96168833,5418291.51168938
936,00012730,2089,Royal Orchard Dr at Springview Dr (S),,,,0,,,1,43.691893,-79.786336,-8881774.29578103,5417885.06141555
937,00012740,2090,Royal Orchard Dr at Williams Pky W,,,,0,,,1,43.690638,-79.785196,-8881647.39156152,5417691.84985135
938,00012750,2091,Vodden St W s/of Williams Pky W,,,,0,,,1,43.690189,-79.784406,-8881559.4491638,5417622.72573983
939,00012760,2092,Vodden St W at Brookview Rd,,,,0,,,1,43.689577,-79.781594,-8881246.41875569,5417528.50840783
940,00012770,2093,Vodden St W opp Talbot St,,,,0,,,1,43.689289,-79.778734,-8880928.04501202,5417484.17117247
941,00012780,2094,Vodden St W at Pleasantview Ave,,,,0,,,1,43.689176,-79.776240,-8880650.41420198,5417466.7750237
942,00012790,2096,English St opp Talbot St,,,,0,,,0,43.690471,-79.775990,-8880622.58432928,5417666.13993207
943,00012795,2097,English St n/of Alison Crt ( 41 English St ),,,,0,,,1,43.692229,-79.774154,-8880418.20174418,5417936.79045672
944,00012800,2098,English St opp Murray St,,,,0,,,1,43.693593,-79.772665,-8880252.44702239,5418146.78870733
945,00012810,2099,English St at Main St,,,,0,,,1,43.694445,-79.771732,-8880148.58593749,5418277.96305864
946,00012840,2100,Main St N at Market St,,,,0,,,1,43.689215,-79.764533,-8879347.19692326,5417472.77900055
947,00012920,2102,Vodden St W w/of Main St N,,,,0,,,1,43.692481,-79.770266,-8879985.39156398,5417975.58742779
948,00012930,2103,Vodden St W at Rosebud Ave,,,,0,,,0,43.690418,-79.772554,-8880240.09055891,5417657.98051157
949,00012940,2104,Vodden St W at English St,,,,0,,,1,43.689410,-79.775585,-8880577.49993551,5417502.79894334
950,00012970,2105,Williams Pky W w/of Royal Orchard Dr,,,,0,,,1,43.690301,-79.785364,-8881666.09323598,5417639.96823146
951,00012980,2106,Williams Pky W at McLaughlin Rd N,,,,0,,,1,43.688722,-79.787190,-8881869.36262616,5417396.88286252
952,00012990,2107,Williams Pky W w/of McLaughlin Rd N,,,,0,,,1,43.686896,-79.788784,-8882046.80589449,5417115.78008555
953,00013000,2108,Williams Pky W at Fletchers Creek Blvd,,,,0,,,1,43.684688,-79.790984,-8882291.70877424,5416775.8819139
954,00013010,2109,Fletchers Creek Blvd n/of Porchlight Rd,,,,0,,,1,43.686241,-79.794574,-8882691.34574618,5417014.94848032
955,00013020,2110,Fletchers Creek Blvd opp Binder Twine Trail,,,,0,,,1,43.687207,-79.797559,-8883023.6344262,5417163.65624087
956,00013030,2111,Fletchers Creek Blvd at Dwellers Rd,,,,0,,,1,43.689069,-79.800822,-8883386.86992466,5417450.30259446
957,00013033,3766,Fletchers Creek s/of Bovaird Dr,,,,0,,,1,43.691024,-79.802553,-8883579.56396323,5417751.27544775
958,00013040,2112,Edenbrook Hill Dr at Queen Anne Dr,,,,0,,,1,43.692733,-79.804864,-8883836.82330645,5418014.38456187
959,00013070,2113,Edenbrook Hill Dr opp Peachleaf Cres,,,,0,,,1,43.697831,-79.817339,-8885225.53395409,5418799.29175441
960,00013080,2114,Edenbrook Hill Dr at Sandalwood Pky W,,,,0,,,1,43.699143,-79.819608,-8885478.1178787,5419001.30299006
961,00013090,2115,Edenbrook Hill Dr n/of River Rock Cres (S),,,,0,,,1,43.700213,-79.821405,-8885678.15900366,5419166.05627953
962,00013100,2116,Edenbrook Hill Dr at Belinda Dr,,,,0,,,0,43.702573,-79.823690,-8885932.52404012,5419529.44776112
963,00013110,2117,Edenbrook Hill Dr s/of Earlsbridge Blvd,,,,0,,,0,43.703988,-79.826325,-8886225.85089836,5419747.33553042
964,00013120,2119,Edenbrook Hill Dr opp Ridgemore Cres (S),,,,0,,,0,43.706224,-79.830141,-8886650.64607523,5420091.6548861
965,00013130,2120,Edenbrook Hill Dr at Wanless Dr,,,,0,,,0,43.707799,-79.832271,-8886887.75659061,5420334.1952368
966,00013160,2123,Wanless Dr e/of McLaughlin Rd N,,,,0,,,1,43.716123,-79.823919,-8885958.01620352,5421616.14610007
967,00013170,2124,Wanless Dr w/of Van Kirk Dr,,,,0,,,1,43.718109,-79.821725,-8885713.78124071,5421922.02950077
968,00013230,2128,Conservation Dr opp Axminster Rd - 201 School Only,,,,0,,,0,43.734655,-79.804767,-8883826.02531584,5424470.83595975
969,00013240,2129,Kennedy Dr N s/of Conservation Dr,,,,0,,,1,43.735241,-79.803152,-8883646.24433821,5424561.11845733
970,00013250,2130,Kennedy Rd N opp McFadden Dr,,,,0,,,1,43.734292,-79.801829,-8883498.96865189,5424414.91055541
971,00013260,2131,Kennedy Rd N s/of Somerset Dr,,,,0,,,1,43.731715,-79.798335,-8883110.01835106,5424017.89614931
972,00013383,4086,Kennedy Rd at Richvale Dr - School Only,,,,0,,,1,43.732145,-79.798374,-8883114.3598112,5424084.14105988
973,00013385,2137,Kennedy Rd N at McFadden Dr - 201 School Only,,,,0,,,0,43.734200,-79.801213,-8883430.39584556,5424400.73667758
974,00013400,2139,Conservation Dr at Axminister Rd - 201 School Only,,,,0,,,0,43.734663,-79.804951,-8883846.50810214,5424472.06847937
975,00013410,2140,Conservation Dr at Carnforth Dr - 201 School Only,,,,0,,,0,43.733140,-79.806585,-8884028.4041501,5424237.43052545
976,00013470,2144,Wanless Dr e/of Van Kirk Dr,,,,0,place_WAMG,,1,43.718753,-79.821471,-8885685.50609005,5422021.22045405
977,00013480,2145,McLaughlin Rd s/of Wanless Dr,,,,0,,,1,43.715103,-79.823740,-8885938.09001466,5421459.0498045
978,00013610,2153,Edenbrook Hill Dr opp Queen Mary Dr,,,,0,,,0,43.693843,-79.806612,-8884031.40977635,5418185.2786407
979,00013620,2154,Edenbrook Hill Dr n/of Bovaird Dr,,,,0,,,1,43.691652,-79.803608,-8883697.00602601,5417847.95832344
980,00013630,2155,Fletchers Creek Blvd s/of Bovaird Dr W,,,,0,,,1,43.690715,-79.802427,-8883565.53770738,5417703.70414963
981,00013650,2156,Fletchers Creek Blvd at Binder Twine Trail,,,,0,,,1,43.687067,-79.797543,-8883021.85331435,5417142.10424313
982,00013660,2157,Fletchers Creek Blvd opp Porchlight Rd,,,,0,,,1,43.685938,-79.793997,-8882627.11439999,5416968.30461404
983,00013675,4087,Carnforth Dr at Ramsgate Crt - 201 School Only,,,,0,,,1,43.734256,-79.808981,-8884295.12565004,5424409.3642528
984,00013676,4090,Carforth Dr at Lennox Crt - 201 School Only,,,,0,,,1,43.734811,-79.809935,-8884401.32444425,5424494.87012196
985,00013680,2158,Williams Pky W e/of McLaughlin Rd N,,,,0,,,1,43.688803,-79.786687,-8881813.3689223,5417409.35257057
986,00013730,2159,Vodden St W at Mill St N,,,,0,,,1,43.690033,-79.772855,-8880273.59772564,5417598.70946587
987,00013740,2160,Vodden St W at Main St N,,,,0,,,1,43.692655,-79.769668,-8879918.82250849,5418002.37590772
988,00013860,2163,McLaughlin Rd at Charolais Blvd,,,,0,,,1,43.660158,-79.748793,-8877595.02813818,5413000.58989893
989,00013870,2164,McLaughlin Rd S at 8351 McLaughlin Rd S,,,,0,,,1,43.663159,-79.752884,-8878050.43617501,5413462.37626317
990,00013880,2165,McLaughlin Rd S n/of Elgin St,,,,0,,,1,43.664354,-79.754436,-8878223.20402472,5413646.26629652
991,00013895,2166,McLaughlin Rd S n/of Curtis Dr,,,,0,,,1,43.665555,-79.756153,-8878414.33959042,5413831.08331533
992,00013900,2167,McLaughlin Rd at Harold St,,,,0,,,1,43.668404,-79.760023,-8878845.14601979,5414269.51916013
993,00013910,2168,McLaughlin Rd S at John Knox Christian School,,,,0,,,1,43.671560,-79.764321,-8879323.59719121,5414755.2238792
994,00013920,2169,McLaughlin Rd S at Corona Gate,,,,0,,,0,43.672638,-79.765763,-8879484.11989694,5414921.13267387
995,00013930,2170,Flower City Community Campus Route 1/1A/3A/57 Stop,,,,0,,,1,43.671368,-79.769836,-8879937.52418294,5414725.6745735
996,00013935,2171,McLaughlin Rd S n/of Bufford Dr,,,,0,,,1,43.674693,-79.768574,-8879797.03898556,5415237.41418839
997,00013940,2172,McLaughlin Rd S at Queen St W,,,,0,,,1,43.675838,-79.770087,-8879965.46537513,5415413.64386709
998,00013950,2173,McLaughlin Rd n/of Dusty Lane,,,,0,,,0,43.677695,-79.772615,-8880246.88104785,5415699.46631201
999,00013960,2174,McLaughlin Rd N at Denison Ave,,,,0,,,1,43.678636,-79.773886,-8880388.36812065,5415844.30486427
1000,00013970,2175,McLaughlin Rd N opp Campbell Dr,,,,0,,,1,43.680767,-79.776820,-8880714.97950664,5416172.31640133
1001,00013980,2176,McLaughlin Rd opp Flowertown Ave,,,,0,,,1,43.682301,-79.778884,-8880944.74293564,5416408.44266431
1002,00013990,2177,McLaughlin Rd N at 9381 McLaughlin Rd N,,,,0,,,1,43.684458,-79.781789,-8881268.12605639,5416740.47657384
1003,00013995,2178,McLaughlin Rd N opp 9500 McLaughlin Rd N,,,,0,,,1,43.685420,-79.783091,-8881413.0640334,5416888.56416058
1004,00014000,2179,McLaughlin Rd n/of Brookview Rd,,,,0,,,1,43.686370,-79.784369,-8881555.33034264,5417034.80683154
1005,00014010,2180,McLaughlin Rd s/of Williams Pky,,,,0,,,1,43.688249,-79.786895,-8881836.52337638,5417324.0662617
1006,00014030,2182,McLaughlin Rd N btwn Williams Pky and Red Maple Dr,,,,0,,,1,43.690196,-79.789522,-8882128.9596787,5417623.80339462
1007,00014040,2183,McLaughlin Rd s/of Red Maple Dr,,,,0,,,1,43.691352,-79.791061,-8882300.28037502,5417801.77211003
1008,00014050,2184,McLaughlin Rd N opp Homestead Townhouses,,,,0,,,1,43.694859,-79.795829,-8882831.05170713,5418341.70338104
1009,00014060,2185,McLaughlin Rd s/of Bovaird Dr,,,,0,,,1,43.695807,-79.797097,-8882972.20482145,5418487.66113911
1010,00014070,2186,McLaughlin Rd N opp Marycroft Crt,,,,0,,,1,43.697846,-79.799779,-8883270.76369576,5418801.6013091
1011,00014080,2187,McLaughlin Rd N at Lowry Dr,,,,0,,,1,43.701125,-79.804280,-8883771.81272382,5419306.48383423
1012,00014085,2188,McLaughlin Rd btwn Lowry Dr & Sandalwood Pkwy,,,,0,,,1,43.703801,-79.807901,-8884174.90059998,5419718.54017341
1013,00014090,2189,McLaughlin Rd s/of Sandalwood Pky,,,,0,,,1,43.706401,-79.811382,-8884562.40374744,5420118.91148385
1014,00014100,2190,McLaughlin Rd N at Potters Wheel Gate,,,,0,,,1,43.709401,-79.815585,-8885030.27956724,5420580.89996002
1015,00014110,2191,McLaughlin Rd N n/of Van Scott Dr,,,,0,,,1,43.713910,-79.821760,-8885717.67742289,5421275.31213776
1016,00014135,2194,Tournament Dr at Bissell,,,,0,,,0,43.725092,-79.817970,-8885295.77655278,5422997.63054161
1017,00014140,2195,Tournament Dr at Cresthaven Rd,,,,0,,,1,43.725844,-79.819308,-8885444.72203146,5423113.46960804
1018,00014150,2196,Cresthaven Rd at Zachary Dr - School Only,,,,0,,,0,43.725935,-79.822829,-8885836.67795855,5423127.48746604
1019,00014151,4092,Brinkley Dr at Buffridge Trail - School Only,,,,0,,,0,43.729536,-79.821468,-8885685.17213158,5423682.2112281
1020,00014158,3582,Brinkley Dr at Mapleshade Dr,,,,0,,,0,43.729033,-79.822370,-8885785.58231227,5423604.7235113
1021,00014160,2197,Brinkley Dr e/of Creekwood Dr,,,,0,,,1,43.727828,-79.823747,-8885938.86925109,5423419.09455016
1022,00014170,2198,Cresthaven Rd opp Baccarat Cres (S),,,,0,,,0,43.728231,-79.826134,-8886204.58887562,5423481.17585349
1023,00014190,2200,Robertson Davies Dr at Sundridge St,,,,0,,,1,43.731166,-79.829537,-8886583.40910279,5423933.31903616
1024,00014200,2201,Robertson Davies Dr opp Twin Willow Cres,,,,0,,,1,43.732412,-79.832178,-8886877.40387797,5424125.27476696
1025,00014210,2202,Robertson Davies Dr at Collingwood Ave,,,,0,,,1,43.733483,-79.833883,-8887067.20360977,5424290.27361494
1026,00014220,2203,Collingwood Ave at 21 Collingwood Ave,,,,0,,,1,43.734565,-79.833086,-8886978.48197562,5424456.97012542
1027,00014230,2204,Collingwood Ave at Hurontario St,,,,0,,,1,43.737272,-79.829999,-8886634.83870754,5424874.03272252
1028,00014235,2205,Hurontario St at Mayfield Rd,,,,0,,,1,43.733942,-79.825552,-8886139.80093198,5424360.98831025
1029,00014240,2206,Hurontario St s/of Mayfield Rd,,,,0,place_HUMA,,1,43.732503,-79.823542,-8885916.04875548,5424139.29416222
1030,00014270,2208,Hurontario St btwn Mayfield Rd & Brinkley Dr,,,,0,,,0,43.731163,-79.821707,-8885711.77748987,5423932.85686827
1031,00014280,2209,Hurontario St n/of Brinkley Dr,,,,0,,,1,43.730532,-79.820781,-8885608.6956414,5423835.64807048
1032,00014370,2213,McLaughlin Rd N at Earlsbridge Blvd,,,,0,,,1,43.713770,-79.822088,-8885754.19021587,5421253.75053906
1033,00014380,2214,McLaughlin Rd N opp Potters Wheel Gate,,,,0,,,1,43.709673,-79.816455,-8885127.12752423,5420622.78805849
1034,00014390,2215,McLaughlin Rd n/of Sandalwood Pky,,,,0,,,1,43.706760,-79.812358,-8884671.05157045,5420174.19488691
1035,00014396,2217,McLaughlin Rd btwn Sandalwood Pkwy & Lormel Gate,,,,0,,,1,43.703890,-79.808392,-8884229.55846997,5419732.24490432
1036,00014400,2218,McLaughlin Rd N at Lormel Gate,,,,0,,,1,43.701253,-79.804915,-8883842.50060047,5419326.19313566
1037,00014410,2220,McLaughlin Rd N at Marycroft Crt,,,,0,,,1,43.698003,-79.800472,-8883347.90810288,5418825.77468293
1038,00014420,2221,McLaughlin Rd n/of Bovaird Dr,,,,0,,,1,43.696125,-79.797939,-8883065.93583271,5418536.62216973
1039,00014430,2222,McLaughlin Rd N at Homestead Townhouses,,,,0,,,1,43.694974,-79.796411,-8882895.83965077,5418359.40910424
1040,00014440,2223,McLaughlin Rd n/of Red Maple Dr,,,,0,,,1,43.691823,-79.792143,-8882420.72806406,5417874.28456846
1041,00014450,2224,McLaughlin Rd n/of Williams Pky,,,,0,,,1,43.688498,-79.787632,-8881918.5658411,5417362.39881931
1042,00014470,2226,McLaughlin Rd at Brookview Rd,,,,0,,,1,43.686799,-79.785308,-8881659.85934449,5417100.84770204
1043,00014480,2227,McLaughlin Rd N at 9500 McLaughlin Rd N,,,,0,,,1,43.685458,-79.783558,-8881465.0502356,5416894.41382295
1044,00014490,2228,McLaughlin Rd N at 9446 McLaughlin Rd N,,,,0,,,1,43.684405,-79.782056,-8881297.84836043,5416732.31797123
1045,00014500,2229,McLaughlin Rd at Flowertown Ave,,,,0,,,0,43.682404,-79.779367,-8880998.51024969,5416424.29751235
1046,00014510,2230,McLaughlin Rd N n/of Campbell Dr,,,,0,,,1,43.681344,-79.777900,-8880835.2045567,5416261.1324164
1047,00014520,2231,McLaughlin Rd N opp Amsterdam Cres,,,,0,,,1,43.680096,-79.776202,-8880646.18406133,5416069.03230032
1048,00014530,2232,McLaughlin Rd opp Denison Ave,,,,0,,,1,43.678537,-79.774084,-8880410.40937983,5415829.066695
1049,00014540,2233,McLaughlin Rd N n/of Horwood Dr,,,,0,,,1,43.677746,-79.773021,-8880292.07676112,5415707.31616471
1050,00014550,2234,McLaughlin Rd N n/of Queen St W,,,,0,,,1,43.676557,-79.771460,-8880118.30703598,5415524.30858933
1051,00014560,2235,McLaughlin Rd S at FCCC Entrance,,,,0,,,1,43.674312,-79.768543,-8879793.58808134,5415178.77431601
1052,00014580,2236,McLaughlin Rd S opp Corona Gate,,,,0,,,1,43.672486,-79.765969,-8879507.05171204,5414897.73904554
1053,00014590,2237,McLaughlin Rd S at 109 McLaughlin Rd,,,,0,,,0,43.671235,-79.764262,-8879317.02934126,5414705.20557863
1054,00014600,2238,McLaughlin Rd at Brown's Ln,,,,0,,,1,43.668552,-79.760608,-8878910.26792189,5414292.29561676
1055,00014610,2239,McLaughlin Rd S opp Curtis Dr,,,,0,,,1,43.665345,-79.756191,-8878418.56973106,5413798.76700034
1056,00014620,2240,McLaughlin Rd S at Elgin St,,,,0,,,1,43.663708,-79.753967,-8878170.99518354,5413546.85750595
1057,00014630,2241,McLaughlin Rd s/of Charolais Blvd,,,,0,,,1,43.659975,-79.748909,-8877607.94119911,5412972.43106391
1058,00014635,2242,McLaughlin Rd S btwn Charolais Blvd & Steeles Ave,,,,0,,,1,43.657917,-79.746152,-8877301.03336299,5412655.7654848
1059,00014690,6083,Morning Star Dr at Catalpa Rd,,,,0,,,1,43.720088,-79.643074,-8865826.442891,5422226.84484769
1060,00014700,6084,Morning Star Dr opp Cambrett Dr,,,,0,,,1,43.717234,-79.645410,-8866086.4852215,5421787.26089208
1061,00014710,6085,Morning Star Dr at Netherwood Rd,,,,0,,,1,43.716268,-79.645916,-8866142.81288383,5421638.4786337
1062,00014720,6086,Morning Star Dr W of Reindeer Dr,,,,0,,,1,43.714585,-79.646748,-8866235.43070017,5421379.2705527
1063,00014730,6087,Morning Star Dr e/of Manion Rd,,,,0,,,1,43.712573,-79.647765,-8866348.64262231,5421069.40092657
1064,00014750,6089,Morning Star - Zum Bovaird Stop NB,,,,0,,,1,43.710190,-79.650877,-8866695.06887766,5420702.40676969
1065,00014760,6090,Airport Rd at Slough St,,,,0,,,1,43.712546,-79.653981,-8867040.60457709,5421065.24270709
